"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","exp_condition","releasecondition","weathercondition","maxnr_fishinpond","maxnr_trips","fixedsampling","reward","total_winnings","lstotalearnings","tripcount","successtrip","totalfishingcount","lstotalfishingcount","adj_totalfishingcount","total_suddenends","lstotalend","avg_fishingcount","adjavg_fishingcount","mean_castlatency"
"6.6.1","win","2023-09-07","10:47:06","R_UckHsZStW8iPmj7","979721786","1","61384","1","1","1","1","32","10","0","5","365","/0/0/70/0/90/0/0/65/65/75","10","5","121","/6/17/14/4/18/8/13/13/13/15","73","5","/1/1/0/1/0/1/1/0/0/0","12.0999999999999996447","14.5999999999999996447","1693.3333333333332575421"
"6.6.1","win","2023-09-07","12:51:31","R_elkNRijfgGEGmrL","979721775","1","132835","1","1","1","1","32","10","0","5","230","/40/15/20/5/30/30/5/25/30/30","10","10","46","/8/3/4/1/6/6/1/5/6/6","46","0","/0/0/0/0/0/0/0/0/0/0","4.5999999999999996447","4.5999999999999996447","4968.1666666666669698316"
"6.6.1","win","2023-09-07","12:47:27","R_3ELjZWNH83rKL1Y","979721799","1","47074","1","1","1","1","32","10","0","5","500","/115/85/80/0/75/65/0/0/80/0","10","6","147","/23/17/16/22/15/13/2/13/16/10","100","4","/0/0/0/1/0/0/1/1/0/1","14.6999999999999992895","16.6666666666666678509","2849.5"
"6.6.1","win","2023-09-07","12:47:04","R_1Fh0kUzfRTuuEVD","979721776","1","79165","1","1","1","1","32","10","0","5","280","/25/0/30/35/35/35/35/35/50/0","10","8","66","/5/1/6/7/7/7/7/7/10/9","56","2","/0/1/0/0/0/0/0/0/0/1","6.5999999999999996447","7","5225.111111111111313221"
"6.6.1","win","2023-09-07","13:47:44","R_29ofaotuc62hYbb","979721795","1","47757","1","1","1","1","32","10","0","5","150","/15/15/15/15/15/15/15/15/15/15","10","10","30","/3/3/3/3/3/3/3/3/3/3","30","0","/0/0/0/0/0/0/0/0/0/0","3","3","4956"
"6.6.1","win","2023-09-07","11:47:47","R_3mgHEF1LOGJJDZt","979721802","1","45738","1","1","1","1","32","10","0","5","205","/50/0/0/0/25/25/25/0/45/35","10","6","62","/10/1/1/9/5/5/5/10/9/7","41","4","/0/1/1/1/0/0/0/1/0/0","6.2000000000000001776","6.8333333333333330373","3072.2857142857142207504"
"6.6.1","win","2023-09-07","10:47:34","R_28USiK1AZto53CZ","979721779","1","72280","1","1","1","1","32","10","0","5","215","/0/40/50/0/0/40/45/0/0/40","10","5","69","/10/8/10/1/5/8/9/3/7/8","43","5","/1/0/0/1/1/0/0/1/1/0","6.9000000000000003553","8.5999999999999996447","5534.25"
"6.6.1","mac","2023-09-07","13:48:24","R_3KvxvbwgqrsMCiW","979721793","1","40359","1","1","1","1","32","10","0","5","185","/0/0/25/25/30/0/35/35/35/0","10","6","58","/9/1/5/5/6/6/7/7/7/5","37","4","/1/1/0/0/0/1/0/0/0/1","5.7999999999999998224","6.1666666666666669627","3080.1999999999998181011"
"6.6.1","win","2023-09-07","13:47:16","R_1FtXysBVSzPrx8h","979721772","1","119582","1","1","1","1","32","10","0","5","240","/0/85/0/0/0/0/70/0/85/0","10","3","121","/23/17/2/13/10/7/14/12/17/6","48","7","/1/0/1/1/1/1/0/1/0/1","12.0999999999999996447","16","14266"
"6.6.1","win","2023-09-07","13:47:55","R_2fiCgaTnYivVTZx","979721770","1","104224","1","1","1","1","32","10","0","5","330","/0/0/0/35/0/60/75/80/0/80","10","5","124","/8/11/9/7/10/12/15/16/20/16","66","5","/1/1/1/0/1/0/0/0/1/0","12.4000000000000003553","13.1999999999999992895","2542.3125"
"6.6.1","win","2023-09-07","13:48:39","R_2eQ1AxLd5rQJwO4","979721797","1","79367","1","1","1","1","32","10","0","5","400","/60/45/0/40/45/55/55/50/50/0","10","8","99","/12/9/7/8/9/11/11/10/10/12","80","2","/0/0/1/0/0/0/0/0/0/1","9.9000000000000003553","10","3099.9166666666665150842"
"6.6.1","win","2023-09-07","12:48:22","R_1KygB6v7cEzsV63","979721787","1","99115","1","1","1","1","32","10","0","5","320","/50/35/0/35/50/30/65/0/55/0","10","7","78","/10/7/6/7/10/6/13/7/11/1","64","3","/0/0/1/0/0/0/0/1/0/1","7.7999999999999998224","9.1428571428571423496","49830"
"6.6.3","and","2023-09-07","13:48:55","R_3lQDTjv9H70NPuG","979721790","1","48451","1","1","1","1","32","10","0","5","225","/0/0/35/40/65/0/0/20/30/35","10","7","65","/3/0/7/8/13/13/4/4/6/7","45","3","/1/0/0/0/0/1/1/0/0/0","6.5","6.4285714285714288252","2689"
"6.6.1","win","2023-09-07","10:49:51","R_3DjXJxXDTzbVFlk","979721809","1","57641","1","1","1","1","32","10","0","5","465","/80/0/50/60/0/60/70/65/80/0","10","7","120","/16/12/10/12/6/12/14/13/16/9","93","3","/0/1/0/0/1/0/0/0/0/1","12","13.2857142857142864756","2567.2222222222221716947"
"6.6.1","win","2023-09-07","12:49:56","R_qx73fSA5Rcq77nH","979721789","1","55274","1","1","1","1","32","10","0","5","160","/40/0/0/0/40/0/0/40/0/40","10","4","61","/8/6/10/2/8/2/5/8/4/8","32","6","/0/1/1/1/0/1/1/0/1/0","6.0999999999999996447","8","4142.75"
"6.6.1","win","2023-09-07","13:50:14","R_1KsdkR5HnTD45tD","979721774","1","50372","1","1","1","1","32","10","0","5","405","/80/0/65/80/0/65/0/0/60/55","10","6","102","/16/5/13/16/11/13/1/4/12/11","81","4","/0/1/0/0/1/0/1/1/0/0","10.1999999999999992895","13.5","2536.8181818181819835445"
"6.6.1","win","2023-09-07","13:49:52","R_1IW5H4noHpyRDAy","979721805","1","105700","1","1","1","1","32","10","0","5","450","/125/0/90/85/0/0/75/75/0/0","10","5","164","/25/17/18/17/9/20/15/15/16/12","90","5","/0/1/0/0/1/1/0/0/1/1","16.3999999999999985789","18","5790.5"
"6.6.1","mac","2023-09-07","13:50:38","R_3EaFHHSD0OqDNNY","979721791","1","39137","1","1","1","1","32","10","0","5","115","/0/0/5/15/20/30/20/25/0/0","10","7","32","/3/1/1/3/4/6/4/5/0/5","23","3","/1/1/0/0/0/0/0/0/0/1","3.2000000000000001776","3.2857142857142855874","2328.1999999999998181011"
"6.6.1","win","2023-09-07","13:49:34","R_DwoRPrKB5R1UOlP","979721759","1","116432","1","1","1","1","32","10","0","5","225","/35/0/25/25/25/30/25/0/30/30","10","8","51","/7/3/5/5/5/6/5/3/6/6","45","2","/0/1/0/0/0/0/0/1/0/0","5.0999999999999996447","5.625","6422.3333333333330301684"
"6.6.1","win","2023-09-07","13:51:15","R_1gTKhjA66t9zEsN","979721818","1","39458","1","1","1","1","32","10","0","5","155","/0/0/0/0/0/25/25/30/35/40","10","5","81","/24/9/9/1/7/5/5/6/7/8","31","5","/1/1/1/1/1/0/0/0/0/0","8.0999999999999996447","6.2000000000000001776","2004.375"
"6.6.1","win","2023-09-07","10:49:45","R_BAk4cOQeOUu1TSV","979721788","1","132825","1","1","1","1","32","10","0","5","725","/85/80/120/80/0/120/80/80/80/0","10","8","159","/17/16/24/16/4/24/16/16/16/10","145","2","/0/0/0/0/1/0/0/0/0/1","15.9000000000000003553","18.125","10009.1000000000003637979"
"6.6.1","win","2023-09-07","12:50:52","R_3GkxlKVcUyxTYEV","979721814","1","66662","1","1","1","1","32","10","0","5","410","/120/0/0/0/0/80/0/100/0/110","10","4","158","/24/16/9/10/10/16/17/20/14/22","82","6","/0/1/1/1/1/0/1/0/1/0","15.8000000000000007105","20.5","1740.3181818181817561708"
"6.6.1","win","2023-09-07","10:50:40","R_pKu85xiZAILWxIR","979721798","1","85185","1","1","1","1","32","10","0","5","270","/35/50/45/35/15/25/20/15/15/15","10","10","54","/7/10/9/7/3/5/4/3/3/3","54","0","/0/0/0/0/0/0/0/0/0/0","5.4000000000000003553","5.4000000000000003553","14997"
"6.6.1","win","2023-09-07","12:51:28","R_1fl0pmogt9w6Fi9","979721824","1","40364","1","1","1","1","32","10","0","5","115","/0/0/0/15/10/15/25/25/0/25","10","6","47","/14/3/4/3/2/3/5/5/3/5","23","4","/1/1/1/0/0/0/0/0/1/0","4.7000000000000001776","3.8333333333333334814","3625.8000000000001818989"
"6.6.1","win","2023-09-07","10:51:00","R_1jrC5Jy5Why1ogc","979721811","1","69284","1","1","1","1","32","10","0","5","560","/80/95/0/0/0/80/0/105/80/120","10","6","149","/16/19/13/17/5/16/2/21/16/24","112","4","/0/0/1/1/1/0/1/0/0/0","14.9000000000000003553","18.6666666666666678509","1402.5416666666667424579"
"6.6.1","win","2023-09-07","13:50:59","R_z73QCT9Y9rV8tfX","979721810","1","71680","1","1","1","1","32","10","0","5","310","/40/75/25/0/0/45/0/0/55/70","10","6","96","/8/15/5/18/5/9/5/6/11/14","62","4","/0/0/0/1/1/0/1/1/0/0","9.5999999999999996447","10.3333333333333339255","2201.6428571428573377489"
"6.6.1","win","2023-09-07","10:51:53","R_28USiK1AZto53CZ","979721779","1","46197","1","1","1","1","32","10","0","5","260","/50/65/0/55/0/50/0/0/40/0","10","5","87","/10/13/7/11/4/10/9/7/8/8","52","5","/0/0/1/0/1/0/1/1/0/1","8.6999999999999992895","10.4000000000000003553","3204.875"
"6.6.1","mac","2023-09-07","12:51:47","R_3MapDTexdvPP8sd","979721826","1","51330","1","1","1","1","32","10","0","5","425","/0/40/45/45/45/50/50/50/50/50","10","9","95","/10/8/9/9/9/10/10/10/10/10","85","1","/1/0/0/0/0/0/0/0/0/0","9.5","9.4444444444444446418","2168.6999999999998181011"
"6.6.1","win","2023-09-07","13:50:06","R_1IY1gBVtQrwfens","979721778","1","156374","1","1","1","1","32","10","0","5","185","/0/20/0/25/15/30/20/20/45/10","10","8","43","/2/4/4/5/3/6/4/4/9/2","37","2","/1/0/1/0/0/0/0/0/0/0","4.2999999999999998224","4.625","36147"
"6.6.1","win","2023-09-07","13:51:10","R_sG1UgNnkLObLUkh","979721813","1","98580","1","1","1","1","32","10","0","5","485","/125/95/0/0/55/65/25/40/80/0","10","7","136","/25/19/23/8/11/13/5/8/16/8","97","3","/0/0/1/1/0/0/0/0/0/1","13.5999999999999996447","13.8571428571428576504","7332.875"
"6.6.1","mac","2023-09-07","10:51:53","R_30cWPABEEvCVRK7","979721821","1","73015","1","1","1","1","32","10","0","5","325","/0/60/50/0/0/55/80/0/80/0","10","5","95","/12/12/10/1/7/11/16/5/16/5","65","5","/1/0/0/1/1/0/0/1/0/1","9.5","13","8540"
"6.6.1","win","2023-09-07","12:51:54","R_27VBtwxMg26dwl6","979721822","1","75598","1","1","1","1","32","10","0","5","300","/0/30/65/20/0/55/50/0/35/45","10","7","77","/9/6/13/4/4/11/10/4/7/9","60","3","/1/0/0/0/1/0/0/1/0/0","7.7000000000000001776","8.5714285714285711748","3910"
"6.6.1","win","2023-09-07","12:52:33","R_eG9PCTERByHPtyV","979721796","1","178449","1","1","1","1","32","10","0","5","265","/15/30/40/40/0/40/35/35/0/30","10","8","66","/3/6/8/8/7/8/7/7/6/6","53","2","/0/0/0/0/1/0/0/0/1/0","6.5999999999999996447","6.625","8906.6666666666660603369"
"6.6.1","win","2023-09-07","13:52:03","R_1Qi83iszFQ0WL5Q","979721820","1","101402","1","1","1","1","32","10","0","5","145","/0/20/30/0/20/25/0/20/30/0","10","6","50","/3/4/6/8/4/5/5/4/6/5","29","4","/1/0/0/1/0/0/1/0/0/1","5","4.8333333333333330373","9124.2000000000007275958"
"6.6.1","win","2023-09-07","12:50:58","R_21H4yJdNbBfxBlX","979721792","1","169310","1","1","1","1","32","10","0","5","385","/25/30/20/50/35/50/50/55/70/0","10","9","78","/5/6/4/10/7/10/10/11/14/1","77","1","/0/0/0/0/0/0/0/0/0/1","7.7999999999999998224","8.5555555555555553582","76659"
"6.6.1","win","2023-09-07","11:52:59","R_3iWGWtS2HTHLdTp","979721823","1","58516","1","1","1","1","32","10","0","5","200","/25/25/15/15/15/30/5/15/30/25","10","10","40","/5/5/3/3/3/6/1/3/6/5","40","0","/0/0/0/0/0/0/0/0/0/0","4","4","4523.6000000000003637979"
"6.6.0","win","2023-09-07","13:51:56","R_3oRtZBUuyQIzjW2","979721808","1","123626","1","1","1","1","32","10","0","5","390","/30/40/40/40/40/40/40/40/40/40","10","10","78","/6/8/8/8/8/8/8/8/8/8","78","0","/0/0/0/0/0/0/0/0/0/0","7.7999999999999998224","7.7999999999999998224","6568.75"
"6.6.1","mac","2023-09-07","10:52:55","R_3PLcU5uRTBR4pa7","979721828","1","69956","1","1","1","1","32","10","0","5","475","/60/0/70/60/70/0/120/0/95/0","10","6","110","/12/4/14/12/14/1/24/8/19/2","95","4","/0/1/0/0/0/1/0/1/0/1","11","15.8333333333333339255","17713.5"
"6.6.0","win","2023-09-07","10:52:19","R_2vf58nvCViEvQUq","979721819","1","113381","1","1","1","1","32","10","0","5","620","/90/85/0/85/0/85/80/110/0/85","10","7","149","/18/17/9/17/15/17/16/22/1/17","124","3","/0/0/1/0/1/0/0/0/1/0","14.9000000000000003553","17.7142857142857153008","4045.1176470588234224124"
"6.6.1","win","2023-09-07","13:53:19","R_3oBp1lPORZeOyUr","979721825","1","56458","1","1","1","1","32","10","0","5","345","/0/50/50/0/0/50/65/0/70/60","10","6","108","/12/10/10/13/5/10/13/9/14/12","69","4","/1/0/0/1/1/0/0/1/0/0","10.8000000000000007105","11.5","2188.8333333333334849158"
"6.6.1","win","2023-09-07","13:50:24","R_PNxK4vq2ttqfQRj","979721803","1","228716","1","1","1","1","32","10","0","5","530","/60/80/100/60/80/0/0/0/50/100","10","7","127","/12/16/20/12/16/7/4/10/10/20","106","3","/0/0/0/0/0/1/1/1/0/0","12.6999999999999992895","15.1428571428571423496","8455.6000000000003637979"
"6.6.1","win","2023-09-07","12:52:31","R_WwEfWnIuJztZ86B","979721801","1","114780","1","1","1","1","32","10","0","5","100","/0/0/0/0/0/0/0/0/0/100","10","1","94","/15/10/5/6/14/2/12/7/3/20","20","9","/1/1/1/1/1/1/1/1/1/0","9.4000000000000003553","20","2673.1500000000000909495"
"6.6.1","win","2023-09-07","10:53:38","R_1Qz9meP0vh7aaxI","979721832","1","45333","1","1","1","1","32","10","0","5","240","/50/0/0/70/0/65/55/0/0/0","10","4","87","/10/3/3/14/12/13/11/7/8/6","48","6","/0/1/1/0/1/0/0/1/1/1","8.6999999999999992895","12","4554.5"
"6.6.1","win","2023-09-07","13:54:03","R_3jZoUPvrh9ok0Ks","979721838","1","26001","1","1","1","1","32","10","0","5","360","/55/35/80/50/25/0/30/45/0/40","10","8","88","/11/7/16/10/5/9/6/9/7/8","72","2","/0/0/0/0/0/1/0/0/1/0","8.8000000000000007105","9","952.125"
"6.6.1","win","2023-09-07","13:53:38","R_yL3cXu4jO1MPMit","979721783","1","69549","1","1","1","1","32","10","0","5","310","/40/0/35/50/45/40/50/50/0/0","10","7","80","/8/8/7/10/9/8/10/10/3/7","62","3","/0/1/0/0/0/0/0/0/1/1","8","8.8571428571428576504","4157.1428571428568830015"
"6.6.1","win","2023-09-07","12:54:02","R_2dXzdrfEWFsN2YQ","979721794","1","96247","1","1","1","1","32","10","0","5","170","/0/100/0/0/0/35/0/0/0/35","10","3","89","/14/20/10/9/8/7/2/9/3/7","34","7","/1/0/1/1/1/0/1/1/1/0","8.9000000000000003553","11.3333333333333339255","7302.8571428571431169985"
"6.6.1","win","2023-09-07","13:54:40","R_1mCt7RINxvPy4NI","979721839","1","62486","1","1","1","1","32","10","0","5","285","/0/30/60/0/45/0/35/0/50/65","10","6","99","/19/6/12/12/9/8/7/3/10/13","57","4","/1/0/0/1/0/1/0/1/0/0","9.9000000000000003553","9.5","2277.6923076923076223466"
"6.6.1","mac","2023-09-07","11:53:06","R_2TY9lXw3T6KC85o","979721812","1","164527","1","1","1","1","32","10","0","5","135","/0/0/0/0/0/80/0/0/55/0","10","2","98","/23/14/6/5/7/16/2/9/11/5","27","8","/1/1/1/1/1/0/1/1/0/1","9.8000000000000007105","13.5","20076.2000000000007275958"
"6.6.1","win","2023-09-07","12:55:02","R_1Hi6Ajqj00p025U","979721833","1","53484","1","1","1","1","32","10","0","5","380","/0/90/90/0/0/50/0/60/0/90","10","5","135","/8/18/18/11/7/10/14/12/19/18","76","5","/1/0/0/1/1/0/1/0/1/0","13.5","15.1999999999999992895","1620.5555555555556566105"
"6.6.1","win","2023-09-07","13:55:13","R_UWw7zKxejDMVtR","979721829","1","60312","1","1","1","1","32","10","0","5","250","/0/0/0/20/35/45/55/0/45/50","10","6","76","/2/6/5/4/7/9/11/13/9/10","50","4","/1/1/1/0/0/0/0/1/0/0","7.5999999999999996447","8.3333333333333339255","3173.1999999999998181011"
"6.6.0","win","2023-09-07","12:55:20","R_UfGxrcnqInI3fep","979721843","1","59001","1","1","1","1","32","10","0","5","120","/0/0/10/10/15/15/15/15/20/20","10","8","36","/9/3/2/2/3/3/3/3/4/4","24","2","/1/1/0/0/0/0/0/0/0/0","3.6000000000000000888","3","6529.5"
"6.6.1","win","2023-09-07","10:53:57","R_25F7st5HXdkBAMO","979721830","1","154076","1","1","1","1","32","10","0","5","275","/35/40/25/5/15/25/20/10/35/65","10","10","55","/7/8/5/1/3/5/4/2/7/13","55","0","/0/0/0/0/0/0/0/0/0/0","5.5","5.5","6532.5384615384618882672"
"6.6.1","win","2023-09-07","12:55:12","R_2YRmVJW52hWxXXG","979721831","1","94745","1","1","1","1","32","10","0","5","240","/0/65/0/0/0/30/25/0/45/75","10","5","89","/14/13/8/7/6/6/5/6/9/15","48","5","/1/0/1/1/1/0/0/1/0/0","8.9000000000000003553","9.5999999999999996447","2712.1999999999998181011"
"6.6.0","win","2023-09-07","12:55:46","R_2b1ToXjHY48yFod","979721851","1","63253","1","1","1","1","32","10","0","5","75","/15/0/10/0/10/10/10/10/10/0","10","7","23","/3/2/2/3/2/2/2/2/2/3","15","3","/0/1/0/1/0/0/0/0/0/1","2.2999999999999998224","2.1428571428571427937","4104.3333333333330301684"
"6.6.1","win","2023-09-07","13:54:54","R_zchDKPoEm0BVCAF","979721836","1","126689","1","1","1","1","32","10","0","5","340","/80/0/60/0/50/0/45/55/50/0","10","6","104","/16/16/12/12/10/2/9/11/10/6","68","4","/0/1/0/1/0/1/0/0/0/1","10.4000000000000003553","11.3333333333333339255","14152.8333333333339396631"
"6.6.1","win","2023-09-07","12:55:41","R_2ylWJmvwNrZOSqg","979721842","1","83732","1","1","1","1","32","10","0","5","340","/40/50/50/0/40/55/0/60/0/45","10","7","82","/8/10/10/4/8/11/9/12/1/9","68","3","/0/0/0/1/0/0/1/0/1/0","8.1999999999999992895","9.7142857142857135244","5429.6666666666669698316"
"6.6.1","win","2023-09-07","13:56:45","R_3kyRwEiMXUJIzzu","979721863","1","38718","1","1","1","1","32","10","0","5","360","/100/0/80/65/0/55/0/60/0/0","10","5","101","/20/11/16/13/4/11/3/12/2/9","72","5","/0/1/0/0/1/0/1/0/1/1","10.0999999999999996447","14.4000000000000003553","2442.6666666666665150842"
"6.6.3","and","2023-09-07","12:56:23","R_5BgoKYpntSXdpIJ","979721852","1","58915","1","1","1","1","32","10","0","5","465","/65/0/0/50/35/100/50/30/100/35","10","8","100","/13/3/4/10/7/20/10/6/20/7","93","2","/0/1/1/0/0/0/0/0/0/0","10","11.625","3617.8571428571426622511"
"6.6.1","win","2023-09-07","11:00:27","R_qwmKQ5XKqqrFdYt","979721807","1","38507","1","1","1","1","32","10","0","5","185","/35/45/0/0/45/0/15/15/15/15","10","7","63","/7/9/4/16/9/6/3/3/3/3","37","3","/0/0/1/1/0/1/0/0/0/0","6.2999999999999998224","5.2857142857142855874","4715.6666666666669698316"
"6.6.1","win","2023-09-07","13:56:46","R_3Kq4eG5ZGPzmSay","979721837","1","72202","1","1","1","1","32","10","0","5","335","/85/0/0/75/0/0/0/0/75/100","10","4","112","/17/10/15/15/4/1/2/13/15/20","67","6","/0/1/1/0/1/1/1/1/0/0","11.1999999999999992895","16.75","2039.9000000000000909495"
"6.6.1","win","2023-09-07","12:56:43","R_2WOoMHpj8IaFsDy","979721856","1","78680","1","1","1","1","32","10","0","5","620","/75/75/75/0/80/75/80/0/80/80","10","8","141","/15/15/15/3/16/15/16/14/16/16","124","2","/0/0/0/1/0/0/0/1/0/0","14.0999999999999996447","15.5","3059.6875"
"6.6.1","win","2023-09-07","13:56:29","R_1pSihpR0gfDMjMD","979721841","1","102433","1","1","1","1","32","10","0","5","285","/0/60/0/40/0/40/30/50/40/25","10","8","71","/0/12/6/8/8/8/6/10/8/5","57","2","/0/0/1/0/1/0/0/0/0/0","7.0999999999999996447","7.125","10912.6000000000003637979"
"6.6.1","win","2023-09-07","13:59:22","R_3maYYTlreuUAFgw","979721870","1","51116","1","1","1","1","32","10","0","5","345","/0/40/60/0/0/75/75/95/0/0","10","5","110","/20/8/12/1/1/15/15/19/5/14","69","5","/1/0/0/1/1/0/0/0/1/1","11","13.8000000000000007105","1577.3571428571428896248"
"6.6.1","win","2023-09-07","10:56:50","R_2qw6i9A9bqHL1mn","979721846","1","98540","1","1","1","1","32","10","0","5","295","/50/0/50/0/45/0/50/0/50/50","10","6","74","/10/6/10/1/9/3/10/5/10/10","59","4","/0/1/0/1/0/1/0/1/0/0","7.4000000000000003553","9.8333333333333339255","5624.8999999999996362021"
"6.6.1","win","2023-09-07","10:57:44","R_3Pt41j7LWnQEikZ","979721860","1","57799","1","1","1","1","32","10","0","5","250","/25/25/25/25/25/25/25/25/25/25","10","10","50","/5/5/5/5/5/5/5/5/5/5","50","0","/0/0/0/0/0/0/0/0/0/0","5","5","5119.6000000000003637979"
"6.6.1","win","2023-09-07","12:57:18","R_1hASHBtQH5yB0Zr","979721857","1","95011","1","1","1","1","32","10","0","5","285","/90/105/0/90/0/0/0/0/0/0","10","3","96","/18/21/4/18/7/14/4/2/4/4","57","7","/0/0/1/0/1/1/1/1/1/1","9.5999999999999996447","19","10475.5"
"6.6.1","win","2023-09-07","13:58:02","R_1gcgFcZF0qmbijO","979721861","1","53933","1","1","1","1","32","10","0","5","260","/0/35/40/0/55/60/0/0/40/30","10","6","90","/14/7/8/6/11/12/13/5/8/6","52","4","/1/0/0/1/0/0/1/1/0/0","9","8.6666666666666660745","4111.3333333333330301684"
"6.6.3","and","2023-09-07","13:56:51","R_10BFbhJxKZnzu2k","979721844","1","146871","1","1","1","1","32","10","0","5","810","/55/70/80/105/105/0/80/105/105/105","10","9","181","/11/14/16/21/21/19/16/21/21/21","162","1","/0/0/0/0/0/1/0/0/0/0","18.1000000000000014211","18","4545.1428571428568830015"
"6.6.1","win","2023-09-07","12:58:08","R_3EMX2prl1fHwmn3","979721780","1","56276","1","1","1","1","32","10","0","5","470","/0/65/0/55/75/65/70/90/0/50","10","7","119","/3/13/12/11/15/13/14/18/10/10","94","3","/1/0/1/0/0/0/0/0/1/0","11.9000000000000003553","13.4285714285714288252","2641.6999999999998181011"
"6.6.1","mac","2023-09-07","13:58:52","R_Z1WExdJVI5Teohz","979721888","1","17577","1","1","1","1","32","10","0","5","125","/35/20/15/5/5/10/0/15/10/10","10","10","25","/7/4/3/1/1/2/0/3/2/2","25","0","/0/0/0/0/0/0/0/0/0/0","2.5","2.5","3180"
"6.6.1","win","2023-09-07","12:58:33","R_bkm89b30esCVrz3","979721869","1","40855","1","1","1","1","32","10","0","5","280","/0/35/55/45/0/35/40/70/0/0","10","6","71","/8/7/11/9/4/7/8/14/2/1","56","4","/1/0/0/0/1/0/0/0/1/1","7.0999999999999996447","9.3333333333333339255","16796"
"6.6.1","mac","2023-09-07","13:58:19","R_Xjg9oiHNkcbao7f","979721876","1","63848","1","1","1","1","32","10","0","5","385","/0/0/0/55/100/80/70/0/80/0","10","5","118","/20/7/3/11/20/16/14/5/16/6","77","5","/1/1/1/0/0/0/0/1/0/1","11.8000000000000007105","15.4000000000000003553","6294.8333333333330301684"
"6.6.1","win","2023-09-07","13:58:44","R_3niMzlvhfjvsLBS","979721891","1","41255","1","1","1","1","32","10","0","5","290","/40/0/40/45/50/0/0/65/0/50","10","6","85","/8/5/8/9/10/11/3/13/8/10","58","4","/0/1/0/0/0/1/1/0/1/0","8.5","9.6666666666666660745","1340.2000000000000454747"
"6.6.1","win","2023-09-07","13:58:16","R_2WH9JE3qDbUUn9u","979721848","1","73505","1","1","1","1","32","10","0","5","90","/80/10/0/0/0/0/0/0/0/0","10","3","83","/16/2/25/4/13/6/5/1/11/0","18","7","/0/0/1/1/1/1/1/1/1/0","8.3000000000000007105","6",""
